Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA,ParsedDate,HomeKey,AwayKey,MatchKey,Occurrence,FDID
Sweden,Allsvenskan,2025,29/03/2025,14:00,Djurgarden,Malmo FF,0,1,A,2.8,3.29,2.69,2.9,3.4,2.7,2.73,3.26,2.61,2.92,3.3,2.76,,,,2025-03-29,djurgarden,malmo ff,djurgarden|||malmo ff|||0|||1,1,1
Sweden,Allsvenskan,2025,29/03/2025,16:30,Hacken,Brommapojkarna,2,0,H,1.64,4.31,5.15,1.64,4.35,5.7,1.6,4.23,5.1,1.64,4.3,5.7,,,,2025-03-29,hacken,brommapojkarna,hacken|||brommapojkarna|||2|||0,1,2
Sweden,Allsvenskan,2025,30/03/2025,13:00,Elfsborg,Mjallby,2,2,D,2.26,3.26,3.51,2.31,3.35,3.6,2.21,3.21,3.37,2.32,3.25,3.75,,,,2025-03-30,elfsborg,mjallby,elfsborg|||mjallby|||2|||2,1,3
Sweden,Allsvenskan,2025,30/03/2025,13:00,Hammarby,Goteborg,4,0,H,1.94,3.55,4.2,2.03,3.6,4.2,1.94,3.5,3.89,1.97,3.7,4.3,,,,2025-03-30,hammarby,goteborg,hammarby|||goteborg|||4|||0,1,4
Sweden,Allsvenskan,2025,30/03/2025,15:30,Halmstad,Degerfors,0,5,A,2.33,3.11,3.54,2.38,3.15,3.6,2.29,3.06,3.39,2.42,3.2,3.55,,,,2025-03-30,halmstad,degerfors,halmstad|||degerfors|||0|||5,1,5
Sweden,Allsvenskan,2025,30/03/2025,15:30,Norrkoping,Oster,4,3,H,1.97,3.72,3.86,2.06,3.75,3.9,1.98,3.58,3.68,2.06,3.75,3.9,,,,2025-03-30,norrkoping,oster,norrkoping|||oster|||4|||3,1,6
Sweden,Allsvenskan,2025,31/03/2025,18:00,Varnamo,Sirius,1,2,A,2.27,3.45,3.3,2.28,3.51,3.4,2.21,3.41,3.22,2.36,3.55,3.3,,,,2025-03-31,varnamo,sirius,varnamo|||sirius|||1|||2,1,7
Sweden,Allsvenskan,2025,05/04/2025,14:00,Goteborg,Halmstad,1,0,H,1.48,4.41,7.29,1.5,4.5,8.2,1.46,4.28,7.28,1.48,4.7,8.4,,,,2025-04-05,goteborg,halmstad,goteborg|||halmstad|||1|||0,1,9
Sweden,Allsvenskan,2025,05/04/2025,14:00,Sirius,Djurgarden,0,1,A,3.32,3.46,2.26,3.6,3.55,2.26,3.3,3.45,2.17,3.5,3.65,2.24,,,,2025-04-05,sirius,djurgarden,sirius|||djurgarden|||0|||1,1,10
Sweden,Allsvenskan,2025,05/04/2025,16:30,Oster,Hacken,2,0,H,3.69,3.72,2.02,3.8,3.8,2.04,3.59,3.67,1.98,3.9,3.8,2.04,,,,2025-04-05,oster,hacken,oster|||hacken|||2|||0,1,11
Sweden,Allsvenskan,2025,06/04/2025,13:00,AIK,Norrkoping,4,3,H,1.81,3.54,4.99,1.84,3.75,5,1.77,3.52,4.82,1.84,3.65,5.3,,,,2025-04-06,aik,norrkoping,aik|||norrkoping|||4|||3,1,12
Sweden,Allsvenskan,2025,06/04/2025,13:00,Brommapojkarna,Hammarby,0,2,A,3.82,3.46,2.07,4.1,3.6,2.11,3.66,3.45,2.02,4,3.55,2.1,,,,2025-04-06,brommapojkarna,hammarby,brommapojkarna|||hammarby|||0|||2,1,13
Sweden,Allsvenskan,2025,06/04/2025,15:30,Degerfors,Varnamo,1,0,H,2.27,3.24,3.52,2.3,3.3,3.55,2.23,3.19,3.38,2.3,3.2,3.75,,,,2025-04-06,degerfors,varnamo,degerfors|||varnamo|||1|||0,1,14
Sweden,Allsvenskan,2025,06/04/2025,15:30,Mjallby,GAIS,1,1,D,2.03,3.33,4.14,2.06,3.4,4.25,2,3.32,3.94,2.08,3.5,4.2,,,,2025-04-06,mjallby,gais,mjallby|||gais|||1|||1,1,15
Sweden,Allsvenskan,2025,07/04/2025,18:10,Malmo FF,Elfsborg,2,1,H,1.78,3.85,4.7,1.78,3.95,4.9,1.74,3.75,4.57,1.81,3.85,5.2,,,,2025-04-07,malmo ff,elfsborg,malmo ff|||elfsborg|||2|||1,1,16
Sweden,Allsvenskan,2025,12/04/2025,14:00,Hacken,Mjallby,0,3,A,2.4,3.58,2.96,2.4,3.6,3.2,2.31,3.47,2.96,2.38,3.65,3.15,,,,2025-04-12,hacken,mjallby,hacken|||mjallby|||0|||3,1,17
Sweden,Allsvenskan,2025,12/04/2025,16:30,Elfsborg,Norrkoping,2,0,H,1.68,4.14,5.02,1.69,4.3,5.02,1.66,4.01,4.8,1.72,4.2,5.3,,,,2025-04-12,elfsborg,norrkoping,elfsborg|||norrkoping|||2|||0,1,18
