Country,SourceName,CanonicalName
Netherlands,Xerxes Dzb,Xerxes Dzb
Portugal,AVS,AVS
Portugal,Academica De Coimbra,Academica De Coimbra
Portugal,Academico do Porto,Academico do Porto
Portugal,Academico Viseu,Académico de Viseu
Portugal,Académico de Viseu FC,Académico de Viseu
Portugal,Ad Fafe,Ad Fafe
Portugal,Ad Sanjoanense,Ad Sanjoanense
Portugal,Agueda Rd,Agueda Rd
Portugal,FC Alverca,Alverca
Portugal,Amora FC,Amora FC
Portugal,Arouca,Arouca
Portugal,FC Arouca,Arouca
Portugal,Atletico CP,Atletico CP
Portugal,CD Aves,Aves
Portugal,Belenenses SAD,Belenenses
Portugal,Os Belenenses,Belenenses
Portugal,Benfica,Benfica
Portugal,SL Benfica,Benfica
Portugal,Sport Lisboa e Benfica,Benfica
Portugal,Boavista,Boavista
Portugal,Boavista FC,Boavista
Portugal,Sporting Braga,Braga
Portugal,Sporting Clube de Braga,Braga
Portugal,CD Trofense,CD Trofense
Portugal,CUF de Lisboa,CUF de Lisboa
Portugal,Caldas SC,Caldas SC
Portugal,Campomaiorense,Campomaiorense
Portugal,Carcavelinhos FC,Carcavelinhos FC
Portugal,Casa Pia,Casa Pia
Portugal,Casa Pia AC,Casa Pia
Portugal,GD Chaves,Chaves
Portugal,Estoril,Estoril
Portugal,GD Estoril,Estoril
Portugal,GD Estoril Praia,Estoril
Portugal,CF Estrela da Amadora,Estrela da Amadora
Portugal,Estrela Amadora,Estrela da Amadora
Portugal,FC Barreirense,FC Barreirense
Portugal,FC Felgueiras,FC Felgueiras
Portugal,FC Penafiel,FC Penafiel
Portugal,FC Tirsense,FC Tirsense
Portugal,Fabril Do Barreiro,Fabril Do Barreiro
Portugal,FC Famalicão,Famalicão
Portugal,Famalicão,Famalicão
Portugal,Farense,Farense
Portugal,SC Farense,Farense
Portugal,CD Feirense,Feirense
Portugal,Cd Feirense,Feirense
Portugal,Gc Alcobaca,Gc Alcobaca
Portugal,Gd Riopele,Gd Riopele
Portugal,Gil Vicente,Gil Vicente
Portugal,Gil Vicente FC,Gil Vicente
Portugal,Leca FC,Leca FC
Portugal,Leixoes SC,Leixoes SC
Portugal,Lusitano GC,Lusitano GC
Portugal,Lusitano VRSA,Lusitano VRSA
Portugal,CS Maritimo,Marítimo
Portugal,CS Marítimo,Marítimo
Portugal,Montijo,Montijo
Portugal,Moreirense,Moreirense
Portugal,Moreirense FC,Moreirense
Portugal,CD Nacional,Nacional
Portugal,Nacional,Nacional
Portugal,Naval 1 De Maio,Naval 1 De Maio
Portugal,O Elvas,O Elvas
Portugal,Oriental,Oriental
Portugal,Pacos De Ferreira,Paços de Ferreira
Portugal,Paços de Ferreira,Paços de Ferreira
Portugal,Portimonense SC,Portimonense
Portugal,FC Porto,Porto
Portugal,Porto,Porto
Portugal,Rio Ave,Rio Ave
Portugal,Rio Ave FC,Rio Ave
Portugal,SC Beira Mar,SC Beira Mar
Portugal,SC Espinho,SC Espinho
Portugal,SC Olhanense,SC Olhanense
Portugal,SC Salgueiros,SC Salgueiros
Portugal,CD Santa Clara,Santa Clara
Portugal,Santa Clara,Santa Clara
Portugal,Seixal,Seixal
Portugal,Sporting Covilha,Sporting Covilha
Portugal,Sporting CP,Sporting Lisbon
Portugal,Sporting Clube de Portugal,Sporting Lisbon
Portugal,CD Tondela,Tondela
Portugal,UD Oliveirense,UD Oliveirense
Portugal,Uniao Coimbra,Uniao Coimbra
Portugal,Uniao Leiria,Uniao Leiria
Portugal,Uniao Madeira,Uniao Madeira
Portugal,Uniao Tomar,Uniao Tomar
Portugal,Uniao Torreense,Uniao Torreense
Portugal,Uniao de Lisboa,Uniao de Lisboa
Portugal,Varzim SC,Varzim SC
Portugal,Vitória Guimarães,Vitória Guimarães
Portugal,Vitoria Setubal,Vitória Setúbal
Portugal,Vitória Setúbal,Vitória Setúbal
Portugal,FC Vizela,Vizela
Scotland,Abercorn FC,Abercorn FC
Scotland,Aberdeen,Aberdeen
Scotland,Aberdeen FC,Aberdeen
Scotland,Airdrieonians,Airdrieonians
Scotland,Airdrieonians FC Old,Airdrieonians FC Old
Scotland,Albion Rovers,Albion Rovers
Scotland,Alloa Athletic,Alloa Athletic
Scotland,Arbroath FC,Arbroath FC
Scotland,Ayr United,Ayr United
Scotland,Boness United,Boness United
Scotland,Cambuslang FC,Cambuslang FC
Scotland,Celtic,Celtic
Scotland,Celtic FC,Celtic
Scotland,Clyde FC,Clyde FC
Scotland,Clydebank FC,Clydebank FC
Scotland,Cowdenbeath FC,Cowdenbeath FC
Scotland,Cowlairs FC,Cowlairs FC
Scotland,Dumbarton FC,Dumbarton FC
Scotland,Dundee,Dundee
Scotland,Dundee FC,Dundee
Scotland,Dundee United,Dundee United
Scotland,Dunfermline Athletic,Dunfermline Athletic
Scotland,East Fife FC,East Fife FC
Scotland,East Stirlingshire FC,East Stirlingshire FC
Scotland,Falkirk FC,Falkirk
Scotland,Greenock Morton FC,Greenock Morton FC
Scotland,Gretna FC,Gretna FC
Scotland,Hamilton Academical,Hamilton Academical
Scotland,Heart of Midlothian,Hearts
Scotland,Hearts,Hearts
Scotland,Hibernian,Hibernian
Scotland,Hibernian FC,Hibernian
Scotland,Inverness Caledonian Thistle FC,Inverness Caledonian Thistle FC
Scotland,Kilmarnock,Kilmarnock
Scotland,Kilmarnock FC,Kilmarnock
Scotland,Leith Athletic,Leith Athletic
Scotland,Livingston FC,Livingston
Scotland,Motherwell,Motherwell
Scotland,Motherwell FC,Motherwell
Scotland,Partick Thistle,Partick Thistle
Scotland,Port Glasgow Athletic,Port Glasgow Athletic
Scotland,Queen Of The South,Queen Of The South
Scotland,Queens Park FC,Queens Park FC
Scotland,Raith Rovers,Raith Rovers
Scotland,Rangers,Rangers
Scotland,Rangers FC,Rangers
Scotland,Renton FC,Renton FC
Scotland,Ross County,Ross County
Scotland,Ross County FC,Ross County
Scotland,St Bernards FC,St Bernards FC
Scotland,St. Johnstone,St. Johnstone
Scotland,St. Johnstone FC,St. Johnstone
Scotland,St. Mirren,St. Mirren
Scotland,St. Mirren FC,St. Mirren
Scotland,Stirling Albion FC,Stirling Albion FC
Scotland,Third Lanark,Third Lanark
Scotland,Vale Of Leven,Vale Of Leven
Spain,03-Aug-12,03-Aug-12
Spain,03-Dec-21,03-Dec-21
Spain,07-Jan-23,07-Jan-23
Spain,08-Jan-24,08-Jan-24
Spain,08-Jan-25,08-Jan-25
Spain,08-Nov-13,08-Nov-13
Spain,09-Dec-24,09-Dec-24
Spain,10-Oct-24,10-Oct-24
Spain,12-Dec-23,12-Dec-23
Spain,12-Feb-25,12-Feb-25
Spain,14-Sep-12,14-Sep-12
Spain,16-Nov-22,16-Nov-22
Spain,17-Dec-21,17-Dec-21
Spain,18-Oct-12,18-Oct-12
Spain,19-Jan-24,19-Jan-24
Spain,20-Jan-23,20-Jan-23
Spain,20-Jan-25,20-Jan-25
Spain,23-Dec-22,23-Dec-22
Spain,24-Oct-22,24-Oct-22
Spain,26-Jan-24,26-Jan-24
Spain,27-Nov-24,27-Nov-24
Spain,27-Sep-23,27-Sep-23
Spain,30-Jan-23,30-Jan-23
Spain,AD Almeria,AD Almeria
Spain,AUGC Deportiva,AUGC Deportiva
Spain,Alavés,Alavés
Spain,CD Alavés,Alavés
Spain,Deportivo Alavés,Alavés
Spain,Albacete,Albacete
Spain,Alberite,Alberite
Spain,Alcalá,Alcalá
Spain,AD Alcorcón,Alcorcón
Spain,Alcorcón,Alcorcón
Spain,Alcoyano,Alcoyano
Spain,Cd Alcoyano,Alcoyano
Spain,Aldeano,Aldeano
Spain,Alfaro,Alfaro
Spain,Algar,Algar
Spain,Algeciras,Algeciras
Spain,Alicante,Alicante
Spain,Almazán,Almazán
Spain,Almería,Almería
Spain,UD Almería,Almería
Spain,Ud Almeria,Almería
Spain,Alzira,Alzira
Spain,Amigó,Amigó
Spain,Amorebieta,Amorebieta
Spain,SD Amorebieta,Amorebieta
Spain,Anaitasuna,Anaitasuna
Spain,Andorra,Andorra
Spain,FC Andorra,Andorra
Spain,Andratx,Andratx
Spain,Antequera,Antequera
Spain,Arandina,Arandina
Spain,Arcos,Arcos
Spain,Arenas,Arenas
Spain,Arenas De Getxo,Arenas Getxo
Spain,Arenas Getxo,Arenas Getxo
Spain,Arenteiro,Arenteiro
Spain,Arnedo,Arnedo
Spain,Arosa,Arosa
Spain,Arroyo,Arroyo
Spain,Ascó,Ascó
Spain,Astur,Astur
Spain,Atarfe Industrial,Atarfe Industrial
Spain,Athletic Bilbao,Athletic Bilbao
Spain,Athletic Club,Athletic Club
Spain,Athletic Club B,Athletic Club B
Spain,Atletico Tetuan,Atletico Tetuan
Spain,Atlètic Lleida,Atlètic Lleida
Spain,Atlètic Sant Just,Atlètic Sant Just
Spain,Atlético Antoniano,Atlético Antoniano
Spain,Atlético Astorga,Atlético Astorga
Spain,Atlético Baleares,Atlético Baleares
Spain,Atlético Calatayud,Atlético Calatayud
Spain,Atlético Cirbonero,Atlético Cirbonero
Spain,Atlético Espeleño,Atlético Espeleño
Spain,Atlético Granadilla,Atlético Granadilla
Spain,Atlético Lugones,Atlético Lugones
Spain,Atlético Madrid,Atlético Madrid
Spain,Atlético de Madrid,Atlético Madrid
Spain,Club Atlético de Madrid,Atlético Madrid
Spain,Atlético Mancha Real,Atlético Mancha Real
Spain,Atlético Melilla,Atlético Melilla
Spain,Atlético Palma del Río,Atlético Palma del Río
Spain,Atlético Paso,Atlético Paso
Spain,Atlético Porcuna,Atlético Porcuna
Spain,Atlético Pulpileño,Atlético Pulpileño
Spain,Atlético Saguntino,Atlético Saguntino
Spain,Atlético Sanluqueño,Atlético Sanluqueño
Spain,Atlético Tordesillas,Atlético Tordesillas
Spain,Atzeneta,Atzeneta
Spain,Aurrerá de Vitoria,Aurrerá de Vitoria
Spain,Autol,Autol
Spain,Avilés,Avilés
Spain,Avilés Industrial,Avilés Industrial
Spain,Azuaga,Azuaga
Spain,Badajoz,Badajoz
Spain,Badalona,Badalona
Spain,Badalona Futur,Badalona Futur
Spain,Balompédica Linense,Balompédica Linense
Spain,Barakaldo,Barakaldo
Spain,Barbadás,Barbadás
Spain,Barbastro,Barbastro
Spain,Barcelona,Barcelona
Spain,FC Barcelona,Barcelona
Spain,FC Barcelona B,Barcelona B
Spain,Barquereño,Barquereño
Spain,Baztán,Baztán
Spain,Beasain,Beasain
Spain,Becerril,Becerril
Spain,Bergantiños,Bergantiños
Spain,Betis,Betis
Spain,Betis Valladolid,Betis Valladolid
Spain,Boiro,Boiro
Spain,Brea,Brea
Spain,Burgos,Burgos
Spain,Burgos CF,Burgos
Spain,Buñol,Buñol
Spain,CD Condal,CD Condal
Spain,CD Leonesa,CD Leonesa
Spain,Cacereño,Cacereño
Spain,Calahorra,Calahorra
Spain,Calvo Sotelo,Calvo Sotelo
Spain,Campanario,Campanario
Spain,Cantolagua,Cantolagua
Spain,Cardassar,Cardassar
Spain,Cartagena,Cartagena
Spain,FC Cartagena,Cartagena
Spain,CD Castellón,Castellón
Spain,Castellón,Castellón
Spain,Cd Castellon,Castellón
Spain,Catarroja,Catarroja
Spain,Caudal,Caudal
Spain,Caudal de Mieres,Caudal de Mieres
Spain,Cayón,Cayón
Spain,Cazalegas,Cazalegas
Spain,Ceares,Ceares
Spain,Celta Vigo,Celta Vigo
Spain,RC Celta,Celta Vigo
Spain,RC Celta de Vigo,Celta Vigo
Spain,Celta de Vigo,Celta de Vigo
Spain,AD Ceuta FC,Ceuta
Spain,Ceuta,Ceuta
Spain,Ceuta 6 de Junio,Ceuta 6 de Junio
Spain,Chiclana,Chiclana
Spain,Chinato,Chinato
Spain,Cieza,Cieza
Spain,Cirbonero,Cirbonero
Spain,Ciudad de Lucena,Ciudad de Lucena
Spain,Colegios Diocesanos,Colegios Diocesanos
Spain,Comillas,Comillas
Spain,Compostela,Compostela
Spain,Sd Compostela,Compostela
Spain,Condal,Condal
Spain,Conquense,Conquense
Spain,Constància,Constància
Spain,Coria,Coria
Spain,Cornellà,Cornellà
Spain,Cortes,Cortes
Spain,Coruxo,Coruxo
Spain,Covadonga,Covadonga
Spain,Cristo Atlético,Cristo Atlético
Spain,Cuarte,Cuarte
Spain,Cultural Durango,Cultural Durango
Spain,Cultural Leonesa,Cultural Leonesa
Spain,Cadiz CF,Cádiz
Spain,Cádiz,Cádiz
Spain,Cádiz CF,Cádiz
Spain,Cordoba CF,Córdoba
Spain,Córdoba,Córdoba
Spain,Córdoba CF,Córdoba
Spain,Deportivo La Coruna,Deportivo La Coruña
Spain,Deportivo La Coruña,Deportivo La Coruña
Spain,RC Deportivo La Coruña,Deportivo La Coruña
Spain,Deportivo Murcia,Deportivo Murcia
Spain,Dinamo San Juan,Dinamo San Juan
Spain,Diocesano,Diocesano
Spain,Dolorense,Dolorense
Spain,Don Benito,Don Benito
Spain,Ebro,Ebro
Spain,Eibar,Eibar
Spain,SD Eibar,Eibar
Spain,Ejea,Ejea
Spain,El Ejido,El Ejido
Spain,El Palmar,El Palmar
Spain,El Palo,El Palo
Spain,El Álamo,El Álamo
Spain,Elche,Elche
Spain,Elche CF,Elche
Spain,CD Eldense,Eldense
Spain,Eldense,Eldense
Spain,Escobedo,Escobedo
Spain,Espanyol,Espanyol
Spain,Espanyol Barcelona,Espanyol
Spain,RCD Espanyol,Espanyol
Spain,RCD Espanyol de Barcelona,Espanyol
Spain,Estepona,Estepona
Spain,Ce Europa,Europa
Spain,Europa,Europa
Spain,CF Extremadura,Extremadura
Spain,Extremadura,Extremadura
Spain,Extremadura UD,Extremadura
Spain,Formentera,Formentera
Spain,Fraga,Fraga
Spain,CF Fuenlabrada,Fuenlabrada
Spain,Fuenlabrada,Fuenlabrada
Spain,Fuentes,Fuentes
Spain,Gernika,Gernika
Spain,Getafe,Getafe
Spain,Getafe CF,Getafe
Spain,Getxo,Getxo
Spain,Gimnastic,Gimnàstic
Spain,Gimnàstic,Gimnàstic
Spain,Gimnàstic de Tarragona,Gimnàstic Tarragona
Spain,Gimnástica Segoviana,Gimnástica Segoviana
Spain,Gimnástica Torrelavega,Gimnástica Torrelavega
Spain,Girona,Girona
Spain,Girona FC,Girona
Spain,Gran Tarajal,Gran Tarajal
Spain,Granada,Granada
Spain,Granada CF,Granada
Spain,CD Guadalajara,Guadalajara
Spain,Guadalajara,Guadalajara
Spain,Guijuelo,Guijuelo
Spain,Guía,Guía
Spain,Gévora,Gévora
Spain,Haro,Haro
Spain,Hernani,Hernani
Spain,Hernán Cortés,Hernán Cortés
Spain,Huesca,Huesca
Spain,SD Huesca,Huesca
Spain,Huracán Melilla,Huracán Melilla
Spain,Huracán Valencia,Huracán Valencia
Spain,Huétor Tájar,Huétor Tájar
Spain,Hercules CF,Hércules
Spain,Hércules,Hércules
Spain,Hércules CF,Hércules
Spain,Ibiza,Ibiza
Spain,UD Ibiza,Ibiza
Spain,Ibiza Islas Pitiusas,Ibiza Islas Pitiusas
Spain,Illueca,Illueca
Spain,Injerto,Injerto
Spain,Inter de Valdemoro,Inter de Valdemoro
Spain,Intercity,Intercity
Spain,Internacional,Internacional
Spain,Izarra,Izarra
Spain,Jaraíz,Jaraíz
Spain,Jaén,Jaén
Spain,Jove Español,Jove Español
Spain,Jumilla,Jumilla
Spain,Juventud Torremolinos,Juventud Torremolinos
Spain,L'Alcora,L'Alcora
Spain,L'Hospitalet,L'Hospitalet
Spain,La Hoya Lorca,La Hoya Lorca
Spain,La Nucía,La Nucía
Spain,La Roda,La Roda
Spain,La Unión Atlético,La Unión Atlético
Spain,Laguna,Laguna
Spain,Langreo,Langreo
Spain,Lanzarote,Lanzarote
Spain,Laredo,Laredo
Spain,Las Palmas,Las Palmas
Spain,UD Las Palmas,Las Palmas
Spain,Las Rozas,Las Rozas
Spain,Laudio,Laudio
Spain,Lealtad,Lealtad
Spain,CD Leganés,Leganés
Spain,Leganés,Leganés
Spain,Leioa,Leioa
Spain,Levante,Levante
Spain,Levante UD,Levante
Spain,Levante Ud,Levante
Spain,Linares,Linares
Spain,Linense,Linense
Spain,Llagostera,Llagostera
Spain,UE Llagostera,Llagostera
Spain,Llanera,Llanera
Spain,Lleida,Lleida
Spain,Ue Lleida,Lleida
Spain,Lleida Esportiu,Lleida Esportiu
Spain,Llerenense,Llerenense
Spain,Lobón,Lobón
Spain,CD Logrones,Logroñés
Spain,SD Logroñés,Logroñés
Spain,UD Logroñés,Logroñés
Spain,Loja,Loja
Spain,Lorca FC,Lorca
Spain,Lorca Deportiva,Lorca Deportiva
Spain,Los Garres,Los Garres
Spain,Los Yébenes San Bruno,Los Yébenes San Bruno
Spain,Lourdes,Lourdes
Spain,Lucena,Lucena
Spain,CD Lugo,Lugo
Spain,Lugo,Lugo
Spain,Mallorca,Mallorca
Spain,RCD Mallorca,Mallorca
Spain,Manacor,Manacor
Spain,Manchego,Manchego
Spain,Manises,Manises
Spain,Manresa,Manresa
Spain,Maracena,Maracena
Spain,Marbella,Marbella
Spain,Marchamalo,Marchamalo
Spain,Marino,Marino
Spain,Marino Luanco,Marino Luanco
Spain,Marino de Los Cristianos,Marino de Los Cristianos
Spain,Melilla,Melilla
Spain,Melilla CD,Melilla CD
Spain,Mensajero,Mensajero
Spain,Merida Ad,Merida Ad
Spain,Miengo,Miengo
Spain,Mijas-Las Lagunas,Mijas-Las Lagunas
Spain,Minera,Minera
Spain,CD Mirandés,Mirandés
Spain,Mirandés,Mirandés
Spain,Mollerussa,Mollerussa
Spain,Montañesa,Montañesa
Spain,Monte,Monte
Spain,Montijo,Montijo
Spain,Montilla,Montilla
Spain,Mora,Mora
Spain,Murcia,Murcia
Spain,Mutilvera,Mutilvera
Spain,Malaga CF,Málaga
Spain,Málaga,Málaga
Spain,Málaga CF,Málaga
Spain,Mérida,Mérida
Spain,Móstoles,Móstoles
Spain,Móstoles URJC,Móstoles URJC
Spain,Nalón,Nalón
Spain,Navalcarnero,Navalcarnero
Spain,Negreira,Negreira
Spain,Noja,Noja
Spain,Novelda,Novelda
Spain,CD Numancia,Numancia
Spain,Numancia,Numancia
Spain,Náxara,Náxara
Spain,Olot,Olot
Spain,Olímpic,Olímpic
Spain,Olímpic de Xátiva,Olímpic de Xátiva
Spain,Ontinyent,Ontinyent
Spain,Ontiñena,Ontiñena
Spain,Orihuela,Orihuela
Spain,CA Osasuna,Osasuna
Spain,Osasuna,Osasuna
Spain,Ourense,Ourense
Spain,Ourense CF,Ourense
Spain,UD Ourense,Ourense
Spain,Oviedo,Oviedo
Spain,Panadería Pulido,Panadería Pulido
Spain,Parla Escuela,Parla Escuela
Spain,Pedroñeras,Pedroñeras
Spain,Penya Independent,Penya Independent
Spain,Peña Azagresa,Peña Azagresa
Spain,Peña Deportiva,Peña Deportiva
Spain,Peña Sport,Peña Sport
Spain,Playas de Sotavento,Playas de Sotavento
Spain,Poblense,Poblense
Spain,Ponferradina,Ponferradina
Spain,SD Ponferradina,Ponferradina
Spain,Pontellas,Pontellas
Spain,Pontevedra,Pontevedra
Spain,Pontevedra CF,Pontevedra
Spain,Portugalete,Portugalete
Spain,Pradejón,Pradejón
Spain,Prat,Prat
Spain,Promesas EDF,Promesas EDF
Spain,Puente Genil,Puente Genil
Spain,Puerta Bonita,Puerta Bonita
Spain,Puerto de Vega,Puerto de Vega
Spain,Quarter-finals,Quarter-finals
Spain,Quintanar,Quintanar
Spain,Quintanar del Rey,Quintanar del Rey
Spain,Racing Ferrol,Racing Ferrol
Spain,Racing Murcia,Racing Murcia
Spain,Racing Rioja,Racing Rioja
Spain,Racing Santander,Racing Santander
Spain,Real Racing Club de Santander,Racing Santander
Spain,Racing de Santander,Racing de Santander
Spain,Ramón y Cajal,Ramón y Cajal
Spain,Rayo Majadahonda,Rayo Majadahonda
Spain,Rayo Vallecano,Rayo Vallecano
Spain,Rayo Vallecano de Madrid,Rayo Vallecano
Spain,Real Betis,Real Betis
Spain,Real Betis Balompié,Real Betis
Spain,Real Jaen,Real Jaén
Spain,Real Jaén,Real Jaén
Spain,Real Madrid,Real Madrid
Spain,Real Madrid C.F.,Real Madrid
Spain,Real Madrid CF,Real Madrid
Spain,Real Madrid Castilla,Real Madrid Castilla
Spain,Real Murcia,Real Murcia
Spain,Real Oviedo,Real Oviedo
Spain,Real Sociedad,Real Sociedad
Spain,Real Sociedad de Fútbol,Real Sociedad
Spain,Real Sociedad B,Real Sociedad B
Spain,Real Union,Real Unión
Spain,Real Unión,Real Unión
Spain,Real Valladolid,Real Valladolid
Spain,Real Valladolid CF,Real Valladolid
Spain,Real Zaragoza,Real Zaragoza
Spain,Real Ávila,Real Ávila
Spain,Recreativo,Recreativo
Spain,Recreativo Huelva,Recreativo Huelva
Spain,Recreativo de Huelva,Recreativo de Huelva
Spain,CF Reus Deportiu,Reus
Spain,Reus,Reus
Spain,Reus FCR,Reus FCR
Spain,Ribadumia,Ribadumia
Spain,Rincón,Rincón
Spain,Roda,Roda
Spain,Rotlet Molinar,Rotlet Molinar
Spain,Round of 16,Round of 16
Spain,Rubí,Rubí
Spain,Rusadir,Rusadir
Spain,Rápido de Bouzas,Rápido de Bouzas
Spain,SS Reyes,SS Reyes
Spain,CE Sabadell,Sabadell
Spain,Ce Sabadell,Sabadell
Spain,Sabadell,Sabadell
Spain,Salamanca,Salamanca
Spain,Ud Salamanca,Salamanca
Spain,San Agustín del Guadalix,San Agustín del Guadalix
Spain,San Fernando,San Fernando
Spain,UD San Fernando,San Fernando
Spain,San Juan,San Juan
Spain,San Pedro,San Pedro
Spain,San Roque,San Roque
Spain,San Roque Lepe,San Roque Lepe
Spain,San Roque de Lepe,San Roque de Lepe
Spain,San Sebastián de los Reyes,San Sebastián de los Reyes
Spain,San Tirso,San Tirso
Spain,Sant Andreu,Sant Andreu
Spain,Sant Jordi,Sant Jordi
Spain,Santa Amalia,Santa Amalia
Spain,Santurtzi,Santurtzi
Spain,Sariñena,Sariñena
Spain,Sauzal,Sauzal
Spain,Second round,Second round
Spain,Selaya,Selaya
Spain,Semifinals,Semifinals
Spain,Sestao River,Sestao River
Spain,Sevilla,Sevilla
Spain,Sevilla FC,Sevilla
Spain,Sevilla Atlético,Sevilla Atlético
Spain,Socuéllamos,Socuéllamos
Spain,Solares,Solares
Spain,Sonseca,Sonseca
Spain,Sporting Gijon,Sporting Gijón
Spain,Sporting Gijón,Sporting Gijón
Spain,Sporting de Ceuta,Sporting de Ceuta
Spain,Sporting de Mahón,Sporting de Mahón
Spain,Sámano,Sámano
Spain,Talavera,Talavera
Spain,Talavera de la Reina,Talavera de la Reina
Spain,Tamaraceite,Tamaraceite
Spain,Tarazona,Tarazona
Spain,Tardienta,Tardienta
Spain,CD Tenerife,Tenerife
Spain,Tenerife,Tenerife
Spain,Terrassa,Terrassa
Spain,Teruel,Teruel
Spain,Textil Escudo,Textil Escudo
Spain,Titánico,Titánico
Spain,Toledo,Toledo
Spain,Tolosa,Tolosa
Spain,Tomares,Tomares
Spain,Torrent,Torrent
Spain,Tropezón,Tropezón
Spain,Tudelano,Tudelano
Spain,Tuilla,Tuilla
Spain,Turégano,Turégano
Spain,UCAM Murcia,UCAM Murcia
Spain,UCAM Murcia CF,UCAM Murcia
Spain,Unami,Unami
Spain,Unionistas,Unionistas
Spain,Universitario,Universitario
Spain,Unión Adarve,Unión Adarve
Spain,Unión Zona Norte,Unión Zona Norte
Spain,Urraca,Urraca
Spain,Ursaria,Ursaria
Spain,Utebo,Utebo
Spain,Utrera,Utrera
Spain,Utrillas,Utrillas
Spain,Valencia,Valencia
Spain,Valencia CF,Valencia
Spain,Valladolid,Valladolid
Spain,Valle de Egüés,Valle de Egüés
Spain,Varea,Varea
Spain,Velarde,Velarde
Spain,Vic,Vic
Spain,Victoria,Victoria
Spain,Villa de Fortuna,Villa de Fortuna
Spain,Villa de Santa Brígida,Villa de Santa Brígida
Spain,Villamuriel,Villamuriel
Spain,Villanovense,Villanovense
Spain,Villarreal,Villarreal
Spain,Villarreal CF,Villarreal
Spain,Villarreal CF B,Villarreal B
Spain,Villarrobledo,Villarrobledo
Spain,Villarrubia,Villarrubia
Spain,Vimenor,Vimenor
Spain,Vélez,Vélez
Spain,Xerez,Xerez
Spain,Xerez CD,Xerez
Spain,Xerez Cd,Xerez
Spain,Xerez Deportivo,Xerez Deportivo
Spain,Yeclano,Yeclano
Spain,Yuncos,Yuncos
Spain,Zamora,Zamora
Spain,Zamudio,Zamudio
Spain,Zaragoza,Zaragoza
Spain,Zirauki,Zirauki
Spain,Águilas,Águilas
Spain,Ávila,Ávila
Spain,Écija,Écija
Spain,Épila,Épila
Switzerland,AC Bellinzona,AC Bellinzona
Switzerland,FC Aarau,Aarau
Switzerland,BSC Old Boys Basel,BSC Old Boys Basel
Switzerland,Basel,Basel
Switzerland,FC Basel 1893,Basel
Switzerland,Black Stars Basel,Black Stars Basel
Switzerland,Blue Stars Zürich,Blue Stars Zürich
Switzerland,Brühl St.Gallen,Brühl St.Gallen
Switzerland,CS Bienne,CS Bienne
Switzerland,CS Chenois,CS Chenois
Switzerland,Chur 97,Chur 97
Switzerland,Concordia Basel,Concordia Basel
Switzerland,Etoile Carouge FC,Etoile Carouge FC
Switzerland,Etoile La Chaux-de-Fonds,Etoile La Chaux-de-Fonds
Switzerland,FC Baden,FC Baden
Switzerland,FC Bern,FC Bern
Switzerland,FC Bulle,FC Bulle
Switzerland,FC Chiasso,FC Chiasso
Switzerland,FC Fribourg,FC Fribourg
Switzerland,FC Grenchen,FC Grenchen
Switzerland,FC La Chaux De Fonds,FC La Chaux De Fonds
Switzerland,FC Locarno,FC Locarno
Switzerland,FC Malley,FC Malley
Switzerland,FC Monthey,FC Monthey
Switzerland,FC Moutier,FC Moutier
Switzerland,FC Oerlikon Zürich,FC Oerlikon Zürich
Switzerland,FC Olten,FC Olten
Switzerland,FC Raron,FC Raron
Switzerland,FC Schaffhausen,FC Schaffhausen
Switzerland,FC Solothurn,FC Solothurn
Switzerland,FC Wettingen,FC Wettingen
Switzerland,FC Wil 1900,FC Wil 1900
Switzerland,FC Wohlen,FC Wohlen
Switzerland,Grasshopper Club Zürich,Grasshoppers
Switzerland,Grasshoppers,Grasshoppers
Switzerland,Juventus Zürich,Juventus Zürich
Switzerland,Stade Lausanne-Ouchy,Lausanne-Ouchy
Switzerland,FC Lausanne-Sport,Lausanne-Sport
Switzerland,Lausanne-Sport,Lausanne-Sport
Switzerland,FC Lugano,Lugano
Switzerland,Lugano,Lugano
Switzerland,FC Luzern,Luzern
Switzerland,Luzern,Luzern
Switzerland,Mendrisiostar,Mendrisiostar
Switzerland,Montreux-Sports,Montreux-Sports
Switzerland,Neuchatel Xamax FCS,Neuchâtel Xamax
Switzerland,Neuchâtel Xamax FCS,Neuchâtel Xamax
Switzerland,Nordstern Basel,Nordstern Basel
Switzerland,Racing Lausanne,Racing Lausanne
Switzerland,SC Kriens,SC Kriens
Switzerland,SC Veltheim,SC Veltheim
Switzerland,SC Zug,SC Zug
Switzerland,SV Seebach,SV Seebach
Switzerland,Servette,Servette
Switzerland,Servette FC,Servette
Switzerland,FC Sion,Sion
Switzerland,Sion,Sion
Switzerland,Sr Delemont,Sr Delemont
Switzerland,FC St. Gallen,St. Gallen
Switzerland,St.Gallen,St. Gallen
Switzerland,FC Thun,Thun
Switzerland,US Bienne-Boujean,US Bienne-Boujean
Switzerland,Urania Genf,Urania Genf
Switzerland,FC Vaduz,Vaduz
Switzerland,Vaduz,Vaduz
Switzerland,Vevey-Sports,Vevey-Sports
Switzerland,FC Winterthur,Winterthur
Switzerland,Winterthur,Winterthur
Switzerland,BSC Young Boys,Young Boys
Switzerland,Young Boys,Young Boys
Switzerland,Yverdon Sport,Yverdon
Switzerland,Yverdon Sport FC,Yverdon
Switzerland,FC Zürich,Zurich
