Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2025-07-11,2025/26,Romania,SuperLiga,1,Domestic,Argeș Pitești,Rapid București,0,2,0-2,A,wikipedia,wikipedia,football-data
2025-07-11,2025/26,Romania,SuperLiga,1,Domestic,Metaloglobus București,Universitatea Cluj,1,4,1-4,A,wikipedia,wikipedia,football-data
2025-07-12,2025/26,Romania,SuperLiga,1,Domestic,FCSB,Hermannstadt,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-07-12,2025/26,Romania,SuperLiga,1,Domestic,UTA Arad,Universitatea Craiova,3,3,3-3,D,wikipedia,wikipedia,football-data
2025-07-13,2025/26,Romania,SuperLiga,1,Domestic,CFR Cluj,Unirea Slobozia,2,1,2-1,H,wikipedia,wikipedia,football-data
2025-07-13,2025/26,Romania,SuperLiga,1,Domestic,Oțelul Galați,Petrolul Ploiești,0,0,0-0,D,wikipedia,wikipedia,football-data
2025-07-14,2025/26,Romania,SuperLiga,1,Domestic,Botoșani,Farul Constanța,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-07-14,2025/26,Romania,SuperLiga,1,Domestic,Csíkszereda Miercurea Ciuc,Dinamo București,2,2,2-2,D,wikipedia,wikipedia,football-data
2025-07-18,2025/26,Romania,SuperLiga,1,Domestic,Hermannstadt,Metaloglobus București,2,2,2-2,D,wikipedia,wikipedia,football-data
2025-07-18,2025/26,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Argeș Pitești,3,1,3-1,H,wikipedia,wikipedia,football-data
2025-07-19,2025/26,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,FCSB,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-07-19,2025/26,Romania,SuperLiga,1,Domestic,Universitatea Cluj,UTA Arad,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-07-20,2025/26,Romania,SuperLiga,1,Domestic,Farul Constanța,Oțelul Galați,3,2,3-2,H,wikipedia,wikipedia,football-data
2025-07-20,2025/26,Romania,SuperLiga,1,Domestic,Rapid București,CFR Cluj,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-07-21,2025/26,Romania,SuperLiga,1,Domestic,Dinamo București,Botoșani,0,0,0-0,D,wikipedia,wikipedia,football-data
2025-07-21,2025/26,Romania,SuperLiga,1,Domestic,Unirea Slobozia,Csíkszereda Miercurea Ciuc,6,1,6-1,H,wikipedia,wikipedia,football-data
2025-07-25,2025/26,Romania,SuperLiga,1,Domestic,Csíkszereda Miercurea Ciuc,Rapid București,0,2,0-2,A,wikipedia,wikipedia,football-data
2025-07-25,2025/26,Romania,SuperLiga,1,Domestic,Metaloglobus București,Petrolul Ploiești,0,3,0-3,A,wikipedia,wikipedia,football-data
2025-07-26,2025/26,Romania,SuperLiga,1,Domestic,FCSB,Farul Constanța,1,2,1-2,A,wikipedia,wikipedia,football-data
2025-07-26,2025/26,Romania,SuperLiga,1,Domestic,UTA Arad,Hermannstadt,1,0,1-0,H,wikipedia,wikipedia,football-data
2025-07-27,2025/26,Romania,SuperLiga,1,Domestic,CFR Cluj,Argeș Pitești,0,2,0-2,A,wikipedia,wikipedia,football-data
2025-07-27,2025/26,Romania,SuperLiga,1,Domestic,Oțelul Galați,Dinamo București,2,1,2-1,H,wikipedia,wikipedia,football-data
2025-07-28,2025/26,Romania,SuperLiga,1,Domestic,Botoșani,Unirea Slobozia,4,0,4-0,H,wikipedia,wikipedia,football-data
2025-07-28,2025/26,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Universitatea Cluj,2,1,2-1,H,wikipedia,wikipedia,football-data
2025-08-01,2025/26,Romania,SuperLiga,1,Domestic,Farul Constanța,Metaloglobus București,2,1,2-1,H,wikipedia,wikipedia,football-data
2025-08-01,2025/26,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,UTA Arad,1,2,1-2,A,wikipedia,wikipedia,football-data
2025-08-02,2025/26,Romania,SuperLiga,1,Domestic,Argeș Pitești,Csíkszereda Miercurea Ciuc,3,1,3-1,H,wikipedia,wikipedia,football-data
2025-08-02,2025/26,Romania,SuperLiga,1,Domestic,Dinamo București,FCSB,4,3,4-3,H,wikipedia,wikipedia,football-data
2025-08-03,2025/26,Romania,SuperLiga,1,Domestic,CFR Cluj,Universitatea Craiova,2,3,2-3,A,wikipedia,wikipedia,football-data
2025-08-03,2025/26,Romania,SuperLiga,1,Domestic,Hermannstadt,Universitatea Cluj,2,2,2-2,D,wikipedia,wikipedia,football-data
2025-08-04,2025/26,Romania,SuperLiga,1,Domestic,Rapid București,Botoșani,2,1,2-1,H,wikipedia,wikipedia,football-data
2025-08-04,2025/26,Romania,SuperLiga,1,Domestic,Unirea Slobozia,Oțelul Galați,0,0,0-0,D,wikipedia,wikipedia,football-data
2025-08-08,2025/26,Romania,SuperLiga,1,Domestic,Metaloglobus București,Dinamo București,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-08-09,2025/26,Romania,SuperLiga,1,Domestic,UTA Arad,Farul Constanța,2,1,2-1,H,wikipedia,wikipedia,football-data
2025-08-09,2025/26,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Petrolul Ploiești,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-08-10,2025/26,Romania,SuperLiga,1,Domestic,FCSB,Unirea Slobozia,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-08-10,2025/26,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Hermannstadt,1,0,1-0,H,wikipedia,wikipedia,football-data
2025-08-11,2025/26,Romania,SuperLiga,1,Domestic,Botoșani,Argeș Pitești,3,1,3-1,H,wikipedia,wikipedia,football-data
2025-08-11,2025/26,Romania,SuperLiga,1,Domestic,Oțelul Galați,Rapid București,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-08-15,2025/26,Romania,SuperLiga,1,Domestic,Dinamo București,UTA Arad,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-08-15,2025/26,Romania,SuperLiga,1,Domestic,Unirea Slobozia,Metaloglobus București,2,1,2-1,H,wikipedia,wikipedia,football-data
2025-08-16,2025/26,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Hermannstadt,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-08-17,2025/26,Romania,SuperLiga,1,Domestic,CFR Cluj,Botoșani,3,3,3-3,D,wikipedia,wikipedia,football-data
2025-08-17,2025/26,Romania,SuperLiga,1,Domestic,Csíkszereda Miercurea Ciuc,Universitatea Craiova,1,2,1-2,A,wikipedia,wikipedia,football-data
2025-08-17,2025/26,Romania,SuperLiga,1,Domestic,Rapid București,FCSB,2,2,2-2,D,wikipedia,wikipedia,football-data
2025-08-18,2025/26,Romania,SuperLiga,1,Domestic,Argeș Pitești,Oțelul Galați,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-08-18,2025/26,Romania,SuperLiga,1,Domestic,Farul Constanța,Universitatea Cluj,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-08-22,2025/26,Romania,SuperLiga,1,Domestic,Metaloglobus București,Rapid București,1,2,1-2,A,wikipedia,wikipedia,football-data
2025-08-22,2025/26,Romania,SuperLiga,1,Domestic,UTA Arad,Unirea Slobozia,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-08-23,2025/26,Romania,SuperLiga,1,Domestic,Botoșani,Csíkszereda Miercurea Ciuc,3,1,3-1,H,wikipedia,wikipedia,football-data
2025-08-23,2025/26,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Dinamo București,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-08-24,2025/26,Romania,SuperLiga,1,Domestic,FCSB,Argeș Pitești,0,2,0-2,A,wikipedia,wikipedia,football-data
2025-08-24,2025/26,Romania,SuperLiga,1,Domestic,Oțelul Galați,CFR Cluj,4,1,4-1,H,wikipedia,wikipedia,football-data
2025-08-24,2025/26,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Petrolul Ploiești,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-08-25,2025/26,Romania,SuperLiga,1,Domestic,Hermannstadt,Farul Constanța,1,0,1-0,H,wikipedia,wikipedia,football-data
2025-08-29,2025/26,Romania,SuperLiga,1,Domestic,Rapid București,UTA Arad,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-08-30,2025/26,Romania,SuperLiga,1,Domestic,Dinamo București,Hermannstadt,2,0,2-0,H,wikipedia,wikipedia,football-data
2025-08-30,2025/26,Romania,SuperLiga,1,Domestic,Unirea Slobozia,Universitatea Cluj,0,1,0-1,A,wikipedia,wikipedia,football-data
2025-08-31,2025/26,Romania,SuperLiga,1,Domestic,Argeș Pitești,Metaloglobus București,2,1,2-1,H,wikipedia,wikipedia,football-data
2025-08-31,2025/26,Romania,SuperLiga,1,Domestic,Botoșani,Universitatea Craiova,1,1,1-1,D,wikipedia,wikipedia,football-data
2025-08-31,2025/26,Romania,SuperLiga,1,Domestic,CFR Cluj,FCSB,2,2,2-2,D,wikipedia,wikipedia,football-data
2025-09-01,2025/26,Romania,SuperLiga,1,Domestic,Csíkszereda Miercurea Ciuc,Oțelul Galați,1,1,1-1,D,wikipedia,wikipedia,football-data
